class_cat,seq_name,class_id,qp,msr,mAP,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
ClassD,BlowingBubbles,0,34,8,95.08205362223846,91.2,93.7,88.9,94.6,99.8,3,2,0,1,2,56,2,3,94.2,0.103,0,2,0,974,976,1032,978,917.0,62.0,115.0
ClassD,BlowingBubbles,41,34,8,1.8225667527993108,1.6,7.7,0.9,0.9,7.7,1,0,0,1,24,223,0,0,-9.8,0.234,0,0,0,2,2,225,26,2.0,24.0,223.0
ClassD,BlowingBubbles,77,34,8,73.71511767375156,49.7,67.1,39.4,58.7,100.0,1,0,1,0,0,156,5,6,57.4,0.142,0,5,0,217,222,378,222,149.0,73.0,229.0
ClassD,BlowingBubbles,all,34,8,56.87324601626311,74.7,87.0,65.3,73.4,97.9,5,2,1,2,26,435,7,9,71.4,0.11,0,7,0,1193,1200,1635,1226,1068.0,159.0,567.0
ClassD,BlowingBubbles,0,34,16,93.62349160703644,93.1,94.1,92.0,94.5,96.8,3,2,0,1,32,57,1,4,91.3,0.101,0,1,0,974,975,1032,1007,949.0,59.0,83.0
ClassD,BlowingBubbles,41,34,16,0.0625,0.0,0.0,0.0,0.0,0.0,1,0,0,1,17,225,0,0,-7.6,,0,0,0,0,0,225,17,0.0,17.0,225.0
ClassD,BlowingBubbles,77,34,16,67.1957671957672,52.4,72.4,41.0,56.6,100.0,1,0,1,0,0,164,2,2,56.1,0.155,0,2,0,212,214,378,214,155.0,59.0,223.0
ClassD,BlowingBubbles,all,34,16,53.62725293426788,76.9,89.1,67.5,72.7,96.0,5,2,1,2,49,446,3,6,69.5,0.111,0,3,0,1186,1189,1635,1238,1104.0,135.0,531.0
ClassD,BlowingBubbles,0,34,32,93.98627550465991,95.5,96.5,94.4,94.3,96.5,3,2,0,1,35,59,0,3,90.9,0.101,0,0,0,973,973,1032,1008,974.0,35.0,58.0
ClassD,BlowingBubbles,41,34,32,2.93936507936508,3.5,100.0,1.8,1.8,100.0,1,0,0,1,0,221,0,0,1.8,0.252,0,0,0,4,4,225,4,4.0,0.0,221.0
ClassD,BlowingBubbles,77,34,32,71.6931216931217,64.6,84.3,52.4,62.2,100.0,1,0,1,0,0,143,3,4,61.4,0.145,0,3,0,232,235,378,235,198.0,37.0,180.0
ClassD,BlowingBubbles,all,34,32,56.20625409238224,81.6,94.2,71.9,74.1,97.2,5,2,1,2,35,423,3,7,71.8,0.11,0,3,0,1209,1212,1635,1247,1176.0,72.0,459.0
ClassD,BlowingBubbles,0,34,64,94.8142676546165,92.5,94.3,90.6,94.6,98.6,3,2,0,1,14,56,1,3,93.1,0.101,0,1,0,975,976,1032,990,935.0,56.0,97.0
ClassD,BlowingBubbles,41,34,64,0.1580246913580247,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,225,0,0,-0.4,,0,0,0,0,0,225,1,0.0,1.0,225.0
ClassD,BlowingBubbles,77,34,64,78.3051028017471,72.2,88.8,60.8,68.5,100.0,1,0,1,0,0,119,2,5,68.0,0.13,0,2,0,257,259,378,259,230.0,29.0,148.0
ClassD,BlowingBubbles,all,34,64,57.75913171590721,80.8,93.1,71.3,75.5,98.8,5,2,1,2,15,400,3,8,74.4,0.107,0,3,0,1232,1235,1635,1250,1165.0,86.0,470.0
ClassD,BlowingBubbles,0,38,8,93.9910047897134,89.6,91.2,88.1,93.5,96.9,3,2,0,1,31,67,2,3,90.3,0.105,0,2,0,963,965,1032,996,909.0,88.0,123.0
ClassD,BlowingBubbles,41,38,8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,10,225,0,0,-4.4,,0,0,0,0,0,225,10,0.0,10.0,225.0
ClassD,BlowingBubbles,77,38,8,9.25925925925926,4.6,75.0,2.4,3.2,100.0,1,0,0,1,0,366,1,1,2.9,0.235,0,1,0,11,12,378,12,9.0,3.0,369.0
ClassD,BlowingBubbles,all,38,8,34.416754682990884,69.2,90.1,56.1,59.8,96.0,5,2,0,3,41,658,3,4,57.1,0.106,0,3,0,974,977,1635,1018,918.0,101.0,717.0
ClassD,BlowingBubbles,0,38,16,94.23971440140596,90.7,91.3,90.0,95.1,96.5,3,2,0,1,36,51,2,2,91.4,0.103,0,2,0,979,981,1032,1017,929.0,89.0,103.0
ClassD,BlowingBubbles,41,38,16,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,26,225,0,0,-11.6,,0,0,0,0,0,225,26,0.0,26.0,225.0
ClassD,BlowingBubbles,77,38,16,24.6031746031746,9.6,50.0,5.3,10.6,100.0,1,0,0,1,0,338,5,5,9.3,0.225,0,5,0,35,40,378,40,20.0,20.0,358.0
ClassD,BlowingBubbles,all,38,16,39.614296334860185,69.8,87.4,58.0,62.6,94.4,5,2,0,3,61,611,9,9,58.3,0.108,0,9,0,1015,1024,1635,1085,949.0,137.0,686.0
ClassD,BlowingBubbles,0,38,32,93.17519485560274,89.3,90.6,88.0,93.3,96.2,3,2,0,1,38,69,2,4,89.4,0.102,0,2,0,961,963,1032,1001,908.0,94.0,124.0
ClassD,BlowingBubbles,41,38,32,1.2146669039093838,1.6,10.0,0.9,0.9,10.0,1,0,0,1,18,223,0,0,-7.1,0.273,0,0,0,2,2,225,20,2.0,18.0,223.0
ClassD,BlowingBubbles,77,38,32,8.201058201058201,7.0,70.0,3.7,5.3,100.0,1,0,0,1,0,358,1,1,5.0,0.149,0,1,0,19,20,378,20,14.0,6.0,364.0
ClassD,BlowingBubbles,all,38,32,34.19697332019011,69.1,88.7,56.5,60.2,94.6,5,2,0,3,56,650,3,5,56.6,0.103,0,3,0,982,985,1635,1041,924.0,118.0,711.0
ClassD,BlowingBubbles,0,38,64,93.18352936321097,89.0,89.2,88.8,93.7,94.2,3,2,0,1,59,65,2,3,87.8,0.106,0,2,0,965,967,1032,1026,916.0,111.0,116.0
ClassD,BlowingBubbles,41,38,64,0.0421052631578947,0.0,0.0,0.0,0.0,0.0,1,0,0,1,33,225,0,0,-14.7,,0,0,0,0,0,225,33,0.0,33.0,225.0
ClassD,BlowingBubbles,77,38,64,4.761904761904762,6.2,100.0,3.2,3.2,100.0,1,0,0,1,0,366,0,0,3.2,0.271,0,0,0,12,12,378,12,12.0,0.0,366.0
ClassD,BlowingBubbles,all,38,64,32.66251312942454,68.6,86.6,56.8,59.9,91.4,5,2,0,3,92,656,2,3,54.1,0.108,0,2,0,977,979,1635,1071,928.0,144.0,707.0
ClassD,BlowingBubbles,0,42,8,92.08372444027904,74.5,78.0,71.3,87.5,95.8,3,2,0,1,40,129,5,10,83.1,0.105,0,5,0,898,903,1032,943,736.0,208.0,296.0
ClassD,BlowingBubbles,41,42,8,2.61630874572051,0.0,,0.0,0.0,,1,0,0,1,0,225,0,0,0.0,,0,0,0,0,0,225,0,0.0,0.0,225.0
ClassD,BlowingBubbles,77,42,8,0.0,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,42,8,31.56667772866652,57.1,78.0,45.0,55.2,95.8,5,2,0,3,40,732,5,10,52.5,0.105,0,5,0,898,903,1635,943,736.0,208.0,899.0
ClassD,BlowingBubbles,0,42,16,91.87350634613894,65.7,65.9,65.4,91.7,92.4,3,2,0,1,78,86,5,6,83.6,0.114,0,5,0,941,946,1032,1024,675.0,350.0,357.0
ClassD,BlowingBubbles,41,42,16,0.5294117647058825,0.8,4.8,0.4,0.4,4.8,1,0,0,1,20,224,0,0,-8.4,0.484,0,0,0,1,1,225,21,1.0,20.0,224.0
ClassD,BlowingBubbles,77,42,16,1.5873015873015872,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,42,16,31.330073232715467,50.4,64.6,41.3,57.9,90.6,5,2,0,3,98,688,5,6,51.6,0.114,0,5,0,942,947,1635,1045,676.0,370.0,959.0
ClassD,BlowingBubbles,0,42,32,92.56868559365007,67.6,69.2,65.9,90.8,95.5,3,2,0,1,44,95,5,6,86.0,0.127,0,5,0,932,937,1032,981,680.0,302.0,352.0
ClassD,BlowingBubbles,41,42,32,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,22,225,0,0,-9.8,,0,0,0,0,0,225,22,0.0,22.0,225.0
ClassD,BlowingBubbles,77,42,32,2.1164021164021163,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,42,32,31.561695903350728,51.6,67.7,41.6,57.3,93.4,5,2,0,3,66,698,5,6,53.0,0.127,0,5,0,932,937,1635,1003,680.0,324.0,955.0
ClassD,BlowingBubbles,0,42,64,92.67089190133784,82.6,84.7,80.5,91.1,95.9,3,2,0,1,40,92,4,7,86.8,0.109,0,4,0,936,940,1032,980,831.0,150.0,201.0
ClassD,BlowingBubbles,41,42,64,0.8288721804511278,2.3,7.7,1.3,1.3,7.7,1,0,0,1,36,222,0,1,-14.7,0.379,0,0,0,3,3,225,39,3.0,36.0,222.0
ClassD,BlowingBubbles,77,42,64,1.851851851851852,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,42,64,31.783871977880278,62.8,81.8,51.0,57.7,92.5,5,2,0,3,76,692,4,8,52.8,0.11,0,4,0,939,943,1635,1019,834.0,186.0,801.0
ClassD,BlowingBubbles,0,46,8,55.71416889862723,45.9,68.9,34.4,48.7,97.9,3,0,2,1,11,529,10,13,46.7,0.126,0,10,0,493,503,1032,514,355.0,160.0,677.0
ClassD,BlowingBubbles,41,46,8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,21,225,0,0,-9.3,,0,0,0,0,0,225,21,0.0,21.0,225.0
ClassD,BlowingBubbles,77,46,8,0.0,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,46,8,18.571389632875743,32.7,66.2,21.7,30.8,94.0,5,0,2,3,32,1132,10,13,28.2,0.126,0,10,0,493,503,1635,535,355.0,181.0,1280.0
ClassD,BlowingBubbles,0,46,16,53.31588200505746,46.3,77.6,32.9,42.0,99.1,3,0,2,1,4,599,11,13,40.5,0.136,0,11,0,422,433,1032,437,340.0,98.0,692.0
ClassD,BlowingBubbles,41,46,16,0.0615384615384615,0.0,0.0,0.0,0.0,0.0,1,0,0,1,5,225,0,0,-2.2,,0,0,0,0,0,225,5,0.0,5.0,225.0
ClassD,BlowingBubbles,77,46,16,0.0,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,46,16,17.792473488865305,32.7,76.7,20.8,26.5,98.0,5,0,2,3,9,1202,11,13,25.3,0.136,0,11,0,422,433,1635,442,340.0,103.0,1295.0
ClassD,BlowingBubbles,0,46,32,52.66346675400317,28.4,48.5,20.1,40.7,98.6,3,0,2,1,6,612,16,22,38.6,0.129,0,16,0,404,420,1032,426,207.0,220.0,825.0
ClassD,BlowingBubbles,41,46,32,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,225,0,0,-0.4,,0,0,0,0,0,225,1,0.0,1.0,225.0
ClassD,BlowingBubbles,77,46,32,0.0,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,46,32,17.554488918001056,20.1,48.4,12.7,25.7,98.4,5,0,2,3,7,1215,16,22,24.3,0.129,0,16,0,404,420,1635,427,207.0,221.0,1428.0
ClassD,BlowingBubbles,0,46,64,46.45992119629413,43.0,79.2,29.5,37.0,99.7,3,0,2,1,1,650,9,10,36.0,0.125,0,9,0,373,382,1032,383,304.0,80.0,728.0
ClassD,BlowingBubbles,41,46,64,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,7,225,0,0,-3.1,,0,0,0,0,0,225,7,0.0,7.0,225.0
ClassD,BlowingBubbles,77,46,64,0.0,0.0,,0.0,0.0,,1,0,0,1,0,378,0,0,0.0,,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,46,64,15.486640398764711,30.0,77.7,18.6,23.4,97.9,5,0,2,3,8,1253,9,10,22.3,0.125,0,9,0,373,382,1635,390,304.0,87.0,1331.0
ClassD,RaceHorsesD,0,18,8,83.18749822116166,77.5,89.3,68.3,75.1,98.4,7,3,2,2,9,189,5,9,73.3,0.135,0,5,0,566,571,760,580,519.0,62.0,241.0
ClassD,RaceHorsesD,17,18,8,71.19152899455192,48.6,63.0,39.3,58.9,95.7,6,1,5,0,23,356,13,28,54.7,0.144,1,12,0,497,510,866,533,340.0,200.0,526.0
ClassD,RaceHorsesD,all,18,8,77.1895136078568,62.5,76.1,52.8,66.8,97.0,13,4,7,2,34,540,18,38,63.6,0.14,1,17,0,1068,1086,1626,1120,858.0,270.0,768.0
ClassD,RaceHorsesD,0,18,16,84.2888147341049,77.0,88.8,67.9,75.0,98.3,7,3,2,2,10,190,7,12,72.8,0.135,0,7,0,563,570,760,580,516.0,65.0,244.0
ClassD,RaceHorsesD,17,18,16,71.31548416304476,54.9,70.9,44.5,59.6,96.3,6,1,5,0,20,350,14,25,55.7,0.144,1,12,0,502,516,866,536,385.0,158.0,481.0
ClassD,RaceHorsesD,all,18,16,77.80214944857482,65.7,80.0,55.4,66.9,97.2,13,4,7,2,31,539,22,39,63.6,0.139,2,19,0,1065,1087,1626,1118,901.0,225.0,725.0
ClassD,RaceHorsesD,0,18,32,83.326276049931,70.7,82.2,62.0,74.3,98.8,7,3,2,2,7,195,6,9,72.6,0.134,0,6,0,559,565,760,572,471.0,102.0,289.0
ClassD,RaceHorsesD,17,18,32,70.84838360421159,51.5,66.7,41.6,58.3,94.7,6,1,5,0,28,361,13,28,53.6,0.15,2,11,0,492,505,866,533,360.0,180.0,506.0
ClassD,RaceHorsesD,all,18,32,77.0873298270713,60.7,74.8,50.8,65.4,96.9,13,4,7,2,34,563,21,38,62.0,0.141,3,17,0,1042,1063,1626,1097,826.0,279.0,800.0
ClassD,RaceHorsesD,0,18,64,83.9882429005126,68.9,80.0,60.4,74.2,98.4,7,3,2,2,9,196,6,11,72.2,0.137,0,6,0,558,564,760,573,459.0,115.0,301.0
ClassD,RaceHorsesD,17,18,64,71.7064600223964,54.9,69.6,44.9,59.9,94.0,6,1,5,0,33,347,13,30,54.6,0.145,2,11,0,506,519,866,552,389.0,170.0,477.0
ClassD,RaceHorsesD,all,18,64,77.84715935456147,61.6,74.6,52.2,66.9,96.3,13,4,7,2,42,539,19,41,63.1,0.142,2,17,0,1068,1087,1626,1129,848.0,289.0,778.0
ClassD,RaceHorsesD,0,22,8,82.98546577655625,68.8,79.9,60.3,74.2,98.6,7,3,2,2,8,196,7,12,72.2,0.14,0,7,0,557,564,760,572,458.0,115.0,302.0
ClassD,RaceHorsesD,17,22,8,70.68071824897758,52.4,69.3,41.8,55.7,93.6,6,1,5,0,33,384,16,29,50.0,0.137,2,14,0,466,482,866,515,362.0,160.0,504.0
ClassD,RaceHorsesD,all,22,8,76.83309201276691,60.6,75.3,50.5,64.3,96.5,13,4,7,2,38,581,23,42,60.5,0.139,3,20,0,1022,1045,1626,1083,821.0,270.0,805.0
ClassD,RaceHorsesD,0,22,16,81.36077183081001,67.7,79.4,58.9,72.8,98.2,7,3,2,2,10,207,7,13,70.5,0.136,0,7,0,546,553,760,563,448.0,116.0,312.0
ClassD,RaceHorsesD,17,22,16,70.4297110273083,49.6,63.7,40.3,59.6,95.4,6,1,5,0,25,350,15,25,55.0,0.141,3,12,0,501,516,866,541,349.0,199.0,517.0
ClassD,RaceHorsesD,all,22,16,75.89531946370617,58.5,71.8,49.1,65.7,96.7,13,4,7,2,36,558,22,39,62.1,0.139,3,19,0,1046,1068,1626,1104,798.0,314.0,828.0
ClassD,RaceHorsesD,0,22,32,82.08363398625636,69.5,80.8,60.9,73.9,98.3,7,3,2,2,10,198,7,11,71.7,0.137,0,7,0,555,562,760,572,463.0,110.0,297.0
ClassD,RaceHorsesD,17,22,32,70.78393597276488,47.4,61.5,38.2,57.9,94.4,6,1,5,0,30,365,16,27,52.5,0.137,3,13,1,485,501,866,531,331.0,207.0,535.0
ClassD,RaceHorsesD,all,22,32,76.43378497951062,58.1,71.4,48.7,65.3,96.4,13,4,7,2,40,565,24,40,61.3,0.137,4,20,1,1037,1061,1626,1101,792.0,317.0,834.0
ClassD,RaceHorsesD,0,22,64,83.00935926521761,77.2,88.9,68.2,75.1,98.1,7,3,2,2,11,189,6,10,72.9,0.134,0,6,0,565,571,760,582,518.0,65.0,242.0
ClassD,RaceHorsesD,17,22,64,70.03085016841517,43.7,60.2,34.1,53.3,95.7,6,0,6,0,21,404,16,28,49.1,0.135,3,12,0,446,462,866,483,295.0,195.0,571.0
ClassD,RaceHorsesD,all,22,64,76.52010471681638,60.0,75.0,49.7,63.6,96.7,13,3,8,2,35,592,23,41,60.0,0.136,4,18,0,1011,1034,1626,1069,808.0,269.0,818.0
ClassD,RaceHorsesD,0,26,8,80.10989465142954,69.8,82.7,60.3,72.1,99.1,7,3,2,2,5,212,7,10,70.5,0.14,0,7,0,541,548,760,553,458.0,96.0,302.0
ClassD,RaceHorsesD,17,26,8,69.10907689322676,48.0,64.4,37.9,56.0,96.6,6,0,6,0,17,381,14,26,52.4,0.136,1,13,0,471,485,866,502,328.0,181.0,538.0
ClassD,RaceHorsesD,all,26,8,74.60948577232816,58.3,73.6,48.1,63.5,97.8,13,3,8,2,23,594,23,39,60.6,0.138,2,21,0,1009,1032,1626,1055,782.0,281.0,844.0
ClassD,RaceHorsesD,0,26,16,81.64915772982114,70.2,82.7,60.9,72.6,98.7,7,3,2,2,7,208,7,11,70.8,0.136,0,7,0,545,552,760,559,463.0,97.0,297.0
ClassD,RaceHorsesD,17,26,16,70.37945321002664,56.9,74.8,45.5,57.9,96.3,6,1,5,0,19,365,10,22,54.5,0.134,3,8,1,491,501,866,520,394.0,133.0,472.0
ClassD,RaceHorsesD,all,26,16,76.0143054699239,63.3,78.8,52.6,64.7,97.7,13,4,7,2,25,574,19,34,62.0,0.135,3,17,1,1033,1052,1626,1077,855.0,230.0,771.0
ClassD,RaceHorsesD,0,26,32,81.50446450980037,68.2,80.5,59.1,72.2,98.6,7,3,2,2,8,211,6,13,70.4,0.139,0,6,0,543,549,760,557,449.0,109.0,311.0
ClassD,RaceHorsesD,17,26,32,69.86851921831415,46.8,62.6,37.1,55.9,95.7,6,1,4,1,22,382,16,29,51.5,0.137,4,12,0,468,484,866,506,321.0,192.0,545.0
ClassD,RaceHorsesD,all,26,32,75.68649186405726,57.3,71.5,47.6,64.1,97.0,13,4,7,2,32,584,23,43,60.7,0.139,5,18,0,1019,1042,1626,1074,774.0,308.0,852.0
ClassD,RaceHorsesD,0,26,64,81.46423198607806,71.5,83.7,62.4,73.8,99.3,7,3,2,2,4,199,6,7,72.5,0.136,0,6,0,555,561,760,565,474.0,92.0,286.0
ClassD,RaceHorsesD,17,26,64,69.63345094978818,51.4,67.9,41.0,56.4,94.6,6,1,5,0,28,378,14,26,51.5,0.136,2,13,1,474,488,866,516,355.0,168.0,511.0
ClassD,RaceHorsesD,all,26,64,75.54884146793313,61.0,75.6,50.9,64.5,96.6,13,4,7,2,37,577,22,35,60.9,0.136,3,21,2,1027,1049,1626,1086,827.0,267.0,799.0
ClassD,RaceHorsesD,0,30,8,76.98365916490914,67.1,82.2,56.6,68.0,99.0,7,3,2,2,5,243,4,13,66.8,0.139,0,4,0,513,517,760,522,430.0,93.0,330.0
ClassD,RaceHorsesD,17,30,8,67.99269855709832,56.4,76.6,44.2,55.2,97.0,6,0,5,1,15,388,11,25,52.2,0.135,2,10,1,467,478,866,493,383.0,117.0,483.0
ClassD,RaceHorsesD,all,30,8,72.48817886100373,61.4,79.1,49.9,60.9,97.4,13,3,6,4,26,635,18,41,58.2,0.138,3,17,2,973,991,1626,1017,811.0,214.0,815.0
ClassD,RaceHorsesD,0,30,16,75.89016397483496,64.1,78.7,53.9,67.6,98.8,7,2,3,2,6,246,6,10,66.1,0.139,0,6,0,508,514,760,520,410.0,111.0,350.0
ClassD,RaceHorsesD,17,30,16,68.6278193126638,51.3,71.1,39.8,54.3,98.3,6,0,5,1,8,396,9,21,52.3,0.132,1,8,0,461,470,866,478,345.0,140.0,521.0
ClassD,RaceHorsesD,all,30,16,72.25899164374938,57.4,74.9,46.4,60.5,98.5,13,2,9,2,15,642,16,33,58.6,0.136,1,15,0,968,984,1626,999,754.0,253.0,872.0
ClassD,RaceHorsesD,0,30,32,79.23576805683061,65.4,78.7,55.9,70.1,98.9,7,3,2,2,6,227,7,13,68.4,0.143,0,7,0,526,533,760,539,425.0,115.0,335.0
ClassD,RaceHorsesD,17,30,32,68.49091190505435,52.6,72.1,41.1,54.5,96.9,6,0,5,1,15,394,8,23,51.8,0.135,1,8,1,464,472,866,487,356.0,138.0,510.0
ClassD,RaceHorsesD,all,30,32,73.86333998094247,58.9,75.4,48.1,61.9,97.9,13,3,7,3,22,619,16,37,59.6,0.139,1,16,1,991,1007,1626,1029,782.0,255.0,844.0
ClassD,RaceHorsesD,0,30,64,78.62224128883327,69.7,83.7,59.6,70.3,98.9,7,3,2,2,6,226,5,10,68.8,0.135,0,5,0,529,534,760,540,453.0,88.0,307.0
ClassD,RaceHorsesD,17,30,64,69.55923805877306,48.7,65.6,38.5,56.1,97.0,6,0,5,1,15,380,14,23,52.8,0.142,4,11,1,472,486,866,501,333.0,175.0,533.0
ClassD,RaceHorsesD,all,30,64,74.09073967380317,58.4,74.3,47.9,62.7,98.0,13,3,7,3,21,606,21,34,60.1,0.139,4,18,1,999,1020,1626,1041,779.0,270.0,847.0
ClassD,RaceHorsesD,0,34,8,73.62734314734928,52.5,66.3,43.4,64.6,98.8,7,2,3,2,6,269,7,12,62.9,0.144,0,7,0,484,491,760,497,330.0,168.0,430.0
ClassD,RaceHorsesD,17,34,8,63.76200633253619,42.5,67.1,30.8,44.0,97.4,6,0,5,1,10,485,13,26,41.3,0.125,2,11,0,368,381,866,391,267.0,131.0,599.0
ClassD,RaceHorsesD,all,34,8,68.69467473994273,47.8,66.9,37.0,53.7,98.1,13,2,8,3,17,753,21,39,51.4,0.136,4,18,1,852,873,1626,890,601.0,297.0,1025.0
ClassD,RaceHorsesD,0,34,16,72.53250170845314,50.9,64.3,42.1,64.5,98.6,7,2,2,3,7,270,8,12,62.5,0.155,0,8,0,482,490,760,497,320.0,178.0,440.0
ClassD,RaceHorsesD,17,34,16,63.85563193587529,42.8,64.4,31.8,47.9,98.8,6,0,5,1,5,451,13,26,45.8,0.133,1,12,0,402,415,866,420,275.0,152.0,591.0
ClassD,RaceHorsesD,all,34,16,68.19406682216422,46.8,64.2,36.6,55.8,98.7,13,2,7,4,12,719,20,38,53.8,0.146,1,19,0,887,907,1626,919,595.0,332.0,1031.0
ClassD,RaceHorsesD,0,34,32,72.46685458725001,60.5,78.7,49.1,61.4,98.7,7,2,2,3,6,293,5,13,60.0,0.146,0,5,0,462,467,760,473,373.0,101.0,387.0
ClassD,RaceHorsesD,17,34,32,64.47166032936474,41.2,59.1,31.4,51.3,98.0,6,0,5,1,9,422,12,23,48.8,0.142,1,11,0,432,444,866,453,272.0,188.0,594.0
ClassD,RaceHorsesD,all,34,32,68.46925745830738,49.1,67.2,38.4,55.8,98.4,13,2,7,4,15,719,18,37,53.8,0.144,1,17,0,889,907,1626,922,625.0,305.0,1001.0
ClassD,RaceHorsesD,0,34,64,74.4722041552451,61.1,78.4,50.0,63.3,99.4,7,2,2,3,3,279,5,13,62.2,0.14,0,5,0,476,481,760,484,380.0,105.0,380.0
ClassD,RaceHorsesD,17,34,64,65.19045703454954,40.5,60.2,30.3,49.1,99.3,6,0,5,1,3,441,12,25,47.3,0.128,3,10,1,413,425,866,428,262.0,173.0,604.0
ClassD,RaceHorsesD,all,34,64,69.83133059489732,50.7,69.7,39.7,56.0,99.2,13,2,8,3,7,715,18,40,54.5,0.136,6,14,2,893,911,1626,918,645.0,281.0,981.0
ClassD,RaceHorsesD,0,38,8,63.32337860961403,46.0,71.1,33.9,46.7,98.1,7,1,3,3,7,405,8,13,44.7,0.166,0,8,0,347,355,760,362,258.0,105.0,502.0
ClassD,RaceHorsesD,17,38,8,59.44038648088087,41.1,69.3,29.0,40.8,99.4,6,0,4,2,2,513,12,23,39.1,0.136,1,11,0,341,353,866,355,251.0,111.0,615.0
ClassD,RaceHorsesD,all,38,8,61.38188254524746,43.7,70.5,31.5,43.7,99.0,13,1,7,5,7,915,20,36,42.1,0.151,1,19,0,691,711,1626,718,512.0,214.0,1114.0
ClassD,RaceHorsesD,0,38,16,63.99869757541803,49.0,72.1,37.1,50.5,98.5,7,1,3,3,6,376,7,14,48.8,0.175,0,7,0,377,384,760,390,282.0,109.0,478.0
ClassD,RaceHorsesD,17,38,16,58.00434293209516,44.0,72.5,31.3,41.8,98.6,6,0,5,1,5,504,10,23,40.1,0.131,1,9,0,352,362,866,367,271.0,103.0,595.0
ClassD,RaceHorsesD,all,38,16,61.0015202537566,47.1,73.0,34.6,46.2,98.6,13,1,8,4,11,875,17,37,44.5,0.158,1,16,0,734,751,1626,762,562.0,208.0,1064.0
ClassD,RaceHorsesD,0,38,32,59.5122197388677,41.6,65.2,30.5,45.7,97.7,7,1,3,3,8,413,7,14,43.7,0.167,0,7,0,340,347,760,355,232.0,124.0,528.0
ClassD,RaceHorsesD,17,38,32,58.030406092390685,38.7,64.2,27.5,41.8,99.5,6,0,5,1,2,504,9,18,40.5,0.137,1,9,1,353,362,866,364,238.0,133.0,628.0
ClassD,RaceHorsesD,all,38,32,58.7713129156292,40.1,65.2,28.8,43.1,98.6,13,1,8,4,10,925,17,33,41.5,0.15,1,17,1,684,701,1626,711,469.0,250.0,1157.0
ClassD,RaceHorsesD,0,38,64,63.2425775337177,57.1,83.7,43.3,50.7,98.2,7,1,3,3,7,375,6,13,48.9,0.162,0,6,0,379,385,760,392,329.0,64.0,431.0
ClassD,RaceHorsesD,17,38,64,55.41081850932896,32.0,57.0,22.1,37.5,99.1,6,0,4,2,3,541,14,32,35.6,0.147,4,11,1,311,325,866,328,191.0,144.0,675.0
ClassD,RaceHorsesD,all,38,64,59.32669802152333,44.2,70.8,32.0,44.0,98.6,13,1,7,5,10,910,20,45,42.2,0.156,4,17,1,696,716,1626,726,520.0,214.0,1106.0
ClassD,RaceHorsesD,0,42,8,41.10139042411692,27.7,64.7,17.6,26.2,96.6,7,1,2,4,7,561,8,16,24.2,0.184,0,8,0,191,199,760,206,134.0,73.0,626.0
ClassD,RaceHorsesD,17,42,8,42.5603993191784,16.7,50.0,9.9,19.1,100.0,6,0,3,3,0,701,13,16,17.6,0.136,0,13,0,152,165,866,165,86.0,86.0,780.0
ClassD,RaceHorsesD,all,42,8,41.83089487164766,21.8,57.5,13.4,22.4,98.1,13,1,5,7,7,1262,22,34,20.6,0.162,1,21,0,342,364,1626,371,218.0,161.0,1408.0
ClassD,RaceHorsesD,0,42,16,35.04138923398952,31.0,79.8,19.2,23.6,98.4,7,1,1,5,3,581,8,14,22.1,0.171,0,8,0,171,179,760,182,146.0,37.0,614.0
ClassD,RaceHorsesD,17,42,16,44.13149172855849,19.5,51.8,11.9,22.2,100.0,6,0,2,4,0,674,8,14,21.2,0.143,0,8,0,184,192,866,192,103.0,96.0,763.0
